,record_id,user_id,age,gender,region_name,urban_level,is_internet_user,isp,connection_type,tariff_name,daily_hours,usage_purpose,monthly_cost_egp,download_speed_mbps,year,Reason_Not_Using_Internet,Age_Group,Internet_Speed_In_Region
1454,1455,1455,34,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,6.4,Social Media,200,20,2018,IS_Internet_User,25-34,12.0
1455,1456,1456,56,Male,Giza,0.9,1,Orange,Mobile Data,Orange Go 80GB,2.5,News,420,40,2016,IS_Internet_User,55+,17.1
1456,1457,1457,43,Male,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 40GB,3.9,Work,260,25,2015,IS_Internet_User,35-44,13.7
1457,1458,1458,38,Female,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Extreme,4.8,News,620,100,2016,IS_Internet_User,35-44,15.8
1458,1459,1459,52,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.0,News,150,15,2020,IS_Internet_User,45-54,15.8
1459,1460,1460,57,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,2.5,News,120,10,2017,IS_Internet_User,55+,15.8
1460,1461,1461,21,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,6.4,Social Media,410,40,2024,IS_Internet_User,15-24,14.0
1461,1462,1462,64,Female,Cairo,0.95,1,Orange,Mobile Data,Orange Go 40GB,2.3,Communication,240,25,2016,IS_Internet_User,55+,15.8
1462,1463,1463,55,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,3.0,News,350,30,2021,IS_Internet_User,55+,12.0
1463,1464,1464,69,Male,Delta,0.6,1,WE,Fixed Broadband,WE Gold,3.7,News,700,100,2024,IS_Internet_User,55+,14.0
1464,1465,1465,31,Male,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,6.5,Streaming,140,15,2017,IS_Internet_User,25-34,17.1
1465,1466,1466,21,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,5.8,Social Media,200,20,2024,IS_Internet_User,15-24,13.7
1466,1467,1467,20,Male,Upper Egypt,0.4,0,Vodafone,,,0.0,,0,0,2021,Low digital literacy,15-24,12.0
1467,1468,1468,31,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.6,Work,260,25,2021,IS_Internet_User,25-34,14.0
1468,1469,1469,57,Male,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 80GB,2.8,News,450,40,2016,IS_Internet_User,55+,13.7
1469,1470,1470,28,Female,Cairo,0.95,1,Orange,Fixed Broadband,Orange Home,5.1,Streaming,180,30,2017,IS_Internet_User,25-34,15.8
1470,1471,1471,26,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,4.3,Work,150,15,2023,IS_Internet_User,25-34,17.1
1471,1472,1472,51,Male,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2017,Cannot afford device,45-54,12.0
1472,1473,1473,46,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,4.7,News,240,25,2020,IS_Internet_User,45-54,14.0
1473,1474,1474,25,Male,Delta,0.6,1,WE,Fixed Broadband,WE Start,5.8,Streaming,140,10,2015,IS_Internet_User,25-34,14.0
1474,1475,1475,47,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.3,Communication,150,15,2017,IS_Internet_User,45-54,15.8
1475,1476,1476,17,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,6.3,Streaming,450,40,2022,IS_Internet_User,15-24,15.8
1476,1477,1477,31,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,25-34,13.7
1477,1478,1478,26,Male,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2024,Cannot afford device,25-34,12.0
1478,1479,1479,37,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.5,Work,260,25,2023,IS_Internet_User,35-44,15.8
1479,1480,1480,19,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2021,Physical disability,15-24,13.7
1480,1481,1481,17,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,5.6,Streaming,200,20,2018,IS_Internet_User,15-24,15.8
1481,1482,1482,21,Male,Cairo,0.95,0,WE,,,0.0,,0,0,2023,No internet coverage,15-24,15.8
1482,1483,1483,34,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 40GB,6.3,Streaming,240,25,2021,IS_Internet_User,25-34,12.0
1483,1484,1484,37,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,3.3,Work,200,20,2016,IS_Internet_User,35-44,17.1
1484,1485,1485,16,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,5.7,Streaming,200,20,2017,IS_Internet_User,15-24,14.0
1485,1486,1486,33,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,4.4,Work,150,15,2018,IS_Internet_User,25-34,15.8
1486,1487,1487,33,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,4.6,Streaming,120,10,2024,IS_Internet_User,25-34,12.0
1487,1488,1488,70,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,1.7,News,200,20,2019,IS_Internet_User,55+,17.1
1488,1489,1489,41,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.5,Work,260,25,2016,IS_Internet_User,35-44,17.1
1489,1490,1490,50,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.4,News,150,15,2015,IS_Internet_User,45-54,14.0
1490,1491,1491,44,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Basic,5.2,Work,200,30,2022,IS_Internet_User,35-44,13.7
1491,1492,1492,57,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,3.0,News,350,30,2017,IS_Internet_User,55+,15.8
1492,1493,1493,37,Female,Alexandria,0.92,0,WE,,,0.0,,0,0,2022,No perceived need,35-44,13.7
1493,1494,1494,27,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.0,Social Media,260,25,2018,IS_Internet_User,25-34,17.1
1494,1495,1495,48,Male,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2024,Physical disability,45-54,14.0
1495,1496,1496,42,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,3.5,News,230,25,2022,IS_Internet_User,35-44,15.8
1496,1497,1497,26,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.3,Work,260,25,2024,IS_Internet_User,25-34,15.8
1497,1498,1498,50,Female,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2019,Physical disability,45-54,15.8
1498,1499,1499,22,Male,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Plus,7.9,Social Media,350,50,2016,IS_Internet_User,15-24,14.0
1499,1500,1500,24,Female,Giza,0.9,0,WE,,,0.0,,0,0,2021,No perceived need,15-24,17.1
1500,1501,1501,41,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,5.2,Streaming,120,10,2020,IS_Internet_User,35-44,12.0
1501,1502,1502,57,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Plus,3.1,News,350,50,2024,IS_Internet_User,55+,13.7
1502,1503,1503,45,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,4.1,Communication,350,30,2019,IS_Internet_User,45-54,17.1
1503,1504,1504,51,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,2.9,News,140,15,2016,IS_Internet_User,45-54,17.1
1504,1505,1505,30,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,5.3,Streaming,240,25,2016,IS_Internet_User,25-34,14.0
1505,1506,1506,41,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.1,News,260,25,2024,IS_Internet_User,35-44,15.8
1506,1507,1507,22,Male,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Basic,5.3,Social Media,200,30,2023,IS_Internet_User,15-24,14.0
1507,1508,1508,47,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,4.5,Communication,120,10,2024,IS_Internet_User,45-54,15.8
1508,1509,1509,21,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.0,Social Media,230,25,2015,IS_Internet_User,15-24,12.0
1509,1510,1510,18,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,7.4,Streaming,420,40,2017,IS_Internet_User,15-24,12.0
1510,1511,1511,57,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,1.8,News,150,15,2021,IS_Internet_User,55+,17.1
1511,1512,1512,33,Male,Upper Egypt,0.4,1,Vodafone,Fixed Broadband,Vodafone Basic,4.9,Work,200,30,2021,IS_Internet_User,25-34,12.0
1512,1513,1513,50,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,4.5,Communication,140,15,2022,IS_Internet_User,45-54,17.1
1513,1514,1514,70,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,2.6,Communication,420,40,2015,IS_Internet_User,55+,14.0
1514,1515,1515,33,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 20GB,6.1,Streaming,140,15,2020,IS_Internet_User,25-34,14.0
1515,1516,1516,20,Female,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,4.7,Streaming,130,15,2016,IS_Internet_User,15-24,12.0
1516,1517,1517,51,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,3.3,News,200,20,2022,IS_Internet_User,45-54,14.0
1517,1518,1518,54,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.8,News,150,15,2024,IS_Internet_User,45-54,15.8
1518,1519,1519,21,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 20GB,5.3,Gaming,130,15,2020,IS_Internet_User,15-24,15.8
1519,1520,1520,66,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 80GB,2.0,News,410,40,2022,IS_Internet_User,55+,12.0
1520,1521,1521,52,Female,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 80GB,3.6,News,410,40,2016,IS_Internet_User,45-54,17.1
1521,1522,1522,47,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,3.7,News,350,30,2021,IS_Internet_User,45-54,17.1
1522,1523,1523,29,Female,Delta,0.6,0,WE,,,0.0,,0,0,2019,No perceived need,25-34,14.0
1523,1524,1524,34,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,6.5,Work,130,15,2016,IS_Internet_User,25-34,12.0
1524,1525,1525,75,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 20GB,1.7,News,140,15,2022,IS_Internet_User,55+,12.0
1525,1526,1526,43,Male,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Power,5.0,Streaming,340,50,2018,IS_Internet_User,35-44,15.8
1526,1527,1527,42,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,4.7,News,230,25,2022,IS_Internet_User,35-44,15.8
1527,1528,1528,21,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,7.5,Social Media,350,30,2018,IS_Internet_User,15-24,14.0
1528,1529,1529,33,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,4.9,Work,200,20,2018,IS_Internet_User,25-34,12.0
1529,1530,1530,45,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 20GB,4.4,News,120,10,2023,IS_Internet_User,45-54,13.7
1530,1531,1531,24,Male,Cairo,0.95,1,Orange,Fixed Broadband,Orange Ultra,6.6,Social Media,600,100,2023,IS_Internet_User,15-24,15.8
1531,1532,1532,51,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.0,Communication,150,15,2017,IS_Internet_User,45-54,14.0
1532,1533,1533,21,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,7.6,Streaming,260,25,2018,IS_Internet_User,15-24,15.8
1533,1534,1534,26,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 20GB,5.9,Streaming,130,15,2019,IS_Internet_User,25-34,15.8
1534,1535,1535,53,Male,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2016,Cannot afford device,45-54,17.1
1535,1536,1536,35,Male,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2015,Cannot afford device,35-44,14.0
1536,1537,1537,74,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.7,News,150,15,2017,IS_Internet_User,55+,12.0
1537,1538,1538,52,Male,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,4.0,Communication,250,30,2019,IS_Internet_User,45-54,14.0
1538,1539,1539,18,Male,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Plus,6.6,Gaming,350,50,2019,IS_Internet_User,15-24,17.1
1539,1540,1540,46,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,4.7,News,350,30,2016,IS_Internet_User,45-54,14.0
1540,1541,1541,69,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,3.0,Communication,120,10,2016,IS_Internet_User,55+,15.8
1541,1542,1542,16,Female,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Basic,6.2,Streaming,200,30,2015,IS_Internet_User,15-24,17.1
1542,1543,1543,21,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,4.8,Social Media,120,10,2021,IS_Internet_User,15-24,12.0
1543,1544,1544,65,Male,Alexandria,0.92,0,WE,,,0.0,,0,0,2017,Low digital literacy,55+,13.7
1544,1545,1545,39,Male,Cairo,0.95,1,Orange,Fixed Broadband,Orange Ultra,4.0,Streaming,600,100,2016,IS_Internet_User,35-44,15.8
1545,1546,1546,20,Male,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 80GB,7.8,Social Media,410,40,2017,IS_Internet_User,15-24,13.7
1546,1547,1547,43,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 20GB,5.0,Work,140,15,2023,IS_Internet_User,35-44,12.0
1547,1548,1548,43,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.0,Streaming,260,25,2015,IS_Internet_User,35-44,15.8
1548,1549,1549,40,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,3.7,Work,350,30,2019,IS_Internet_User,35-44,15.8
1549,1550,1550,42,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,3.8,Work,350,30,2022,IS_Internet_User,35-44,15.8
1550,1551,1551,22,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,5.9,Streaming,120,10,2019,IS_Internet_User,15-24,12.0
1551,1552,1552,51,Female,Delta,0.6,0,Etisalat,,,0.0,,0,0,2017,No internet coverage,45-54,14.0
1552,1553,1553,38,Female,Alexandria,0.92,1,Orange,Mobile Data,Orange Go 40GB,5.6,Work,240,25,2020,IS_Internet_User,35-44,13.7
1553,1554,1554,44,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,3.4,Work,120,10,2016,IS_Internet_User,35-44,17.1
1554,1555,1555,42,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,3.6,News,350,30,2019,IS_Internet_User,35-44,15.8
1555,1556,1556,24,Male,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,7.3,Social Media,410,40,2016,IS_Internet_User,15-24,14.0
1556,1557,1557,27,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2020,Cannot afford device,25-34,13.7
1557,1558,1558,38,Female,Delta,0.6,0,WE,,,0.0,,0,0,2017,Low digital literacy,35-44,14.0
1558,1559,1559,40,Male,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Basic,3.6,Work,200,30,2022,IS_Internet_User,35-44,17.1
1559,1560,1560,24,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,7.0,Gaming,350,30,2024,IS_Internet_User,15-24,12.0
1560,1561,1561,18,Female,Cairo,0.95,0,WE,,,0.0,,0,0,2024,Low digital literacy,15-24,15.8
1561,1562,1562,16,Female,Delta,0.6,0,WE,,,0.0,,0,0,2020,No perceived need,15-24,14.0
1562,1563,1563,30,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.7,Work,200,20,2021,IS_Internet_User,25-34,15.8
1563,1564,1564,36,Female,Cairo,0.95,0,Etisalat,,,0.0,,0,0,2024,Low digital literacy,35-44,15.8
1564,1565,1565,31,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,4.7,Work,140,15,2022,IS_Internet_User,25-34,15.8
1565,1566,1566,64,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,1.9,Communication,150,15,2020,IS_Internet_User,55+,12.0
1566,1567,1567,15,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.0,Social Media,230,25,2020,IS_Internet_User,15-24,15.8
1567,1568,1568,30,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,5.4,Streaming,400,50,2021,IS_Internet_User,25-34,14.0
1568,1569,1569,39,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Max,5.9,Work,650,100,2020,IS_Internet_User,35-44,13.7
1569,1570,1570,44,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,3.3,Streaming,120,10,2021,IS_Internet_User,35-44,17.1
1570,1571,1571,28,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.6,Streaming,200,20,2015,IS_Internet_User,25-34,15.8
1571,1572,1572,29,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,6.3,Streaming,120,10,2019,IS_Internet_User,25-34,15.8
1572,1573,1573,20,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.7,Social Media,260,25,2017,IS_Internet_User,15-24,14.0
1573,1574,1574,73,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,2.3,News,120,10,2022,IS_Internet_User,55+,15.8
1574,1575,1575,46,Female,Giza,0.9,0,Etisalat,,,0.0,,0,0,2022,Low digital literacy,45-54,17.1
1575,1576,1576,39,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.9,News,150,15,2016,IS_Internet_User,35-44,14.0
1576,1577,1577,20,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 80GB,6.6,Streaming,410,40,2016,IS_Internet_User,15-24,12.0
1577,1578,1578,46,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,4.5,News,120,10,2021,IS_Internet_User,45-54,15.8
1578,1579,1579,18,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,6.3,Streaming,350,30,2019,IS_Internet_User,15-24,17.1
1579,1580,1580,69,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Start,2.6,Communication,140,10,2020,IS_Internet_User,55+,12.0
1580,1581,1581,41,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,5.7,Work,420,40,2018,IS_Internet_User,35-44,12.0
1581,1582,1582,57,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,2.1,News,200,20,2017,IS_Internet_User,55+,15.8
1582,1583,1583,69,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,2.9,News,120,10,2017,IS_Internet_User,55+,14.0
1583,1584,1584,29,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,4.2,Streaming,200,20,2023,IS_Internet_User,25-34,14.0
1584,1585,1585,36,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Gold,4.7,News,700,100,2015,IS_Internet_User,35-44,15.8
1585,1586,1586,32,Female,Cairo,0.95,0,Orange,,,0.0,,0,0,2021,No internet coverage,25-34,15.8
1586,1587,1587,48,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,3.3,Communication,350,30,2023,IS_Internet_User,45-54,13.7
1587,1588,1588,21,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,4.9,Streaming,120,10,2016,IS_Internet_User,15-24,15.8
1588,1589,1589,25,Male,Delta,0.6,0,WE,,,0.0,,0,0,2016,No internet coverage,25-34,14.0
1589,1590,1590,23,Female,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 80GB,5.2,Streaming,410,40,2021,IS_Internet_User,15-24,17.1
1590,1591,1591,67,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,2.1,News,400,50,2018,IS_Internet_User,55+,14.0
1591,1592,1592,40,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2015,Physical disability,35-44,14.0
1592,1593,1593,58,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 80GB,2.1,News,450,40,2018,IS_Internet_User,55+,12.0
1593,1594,1594,17,Female,Cairo,0.95,1,WE,Fixed Broadband,WE Bronze,5.7,Social Media,250,30,2017,IS_Internet_User,15-24,15.8
1594,1595,1595,55,Female,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 20GB,2.6,News,130,15,2016,IS_Internet_User,55+,13.7
1595,1596,1596,17,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,6.8,Gaming,420,40,2024,IS_Internet_User,15-24,12.0
1596,1597,1597,15,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,6.0,Social Media,120,10,2024,IS_Internet_User,15-24,17.1
1597,1598,1598,49,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Home,4.5,Communication,180,30,2016,IS_Internet_User,45-54,14.0
1598,1599,1599,39,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,5.2,Work,200,20,2022,IS_Internet_User,35-44,17.1
1599,1600,1600,29,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.1,Work,230,25,2023,IS_Internet_User,25-34,15.8
1600,1601,1601,54,Male,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 80GB,3.9,Communication,410,40,2017,IS_Internet_User,45-54,17.1
1601,1602,1602,31,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 20GB,6.3,Social Media,140,15,2018,IS_Internet_User,25-34,14.0
1602,1603,1603,54,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,4.1,News,200,20,2018,IS_Internet_User,45-54,12.0
1603,1604,1604,51,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Gold,5.0,News,700,100,2019,IS_Internet_User,45-54,12.0
1604,1605,1605,40,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,5.5,Streaming,200,20,2019,IS_Internet_User,35-44,17.1
1605,1606,1606,28,Male,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Plus,4.6,Social Media,350,50,2021,IS_Internet_User,25-34,14.0
1606,1607,1607,32,Male,Delta,0.6,1,WE,Fixed Broadband,WE Silver,5.8,Streaming,400,50,2022,IS_Internet_User,25-34,14.0
1607,1608,1608,17,Female,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2024,Cannot afford device,15-24,15.8
1608,1609,1609,72,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 40GB,2.6,News,240,25,2015,IS_Internet_User,55+,17.1
1609,1610,1610,22,Female,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 80GB,4.9,Streaming,410,40,2019,IS_Internet_User,15-24,17.1
1610,1611,1611,15,Male,Delta,0.6,0,Orange,,,0.0,,0,0,2015,No internet coverage,15-24,14.0
1611,1612,1612,29,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.7,Work,450,40,2016,IS_Internet_User,25-34,12.0
1612,1613,1613,39,Female,Delta,0.6,0,WE,,,0.0,,0,0,2024,Low digital literacy,35-44,14.0
1613,1614,1614,16,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,5.5,Streaming,200,20,2021,IS_Internet_User,15-24,15.8
1614,1615,1615,31,Female,Cairo,0.95,1,Orange,Fixed Broadband,Orange Extra,7.0,Streaming,330,50,2017,IS_Internet_User,25-34,15.8
1615,1616,1616,34,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,5.3,Streaming,350,30,2019,IS_Internet_User,25-34,12.0
1616,1617,1617,27,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,5.2,Work,200,20,2023,IS_Internet_User,25-34,15.8
1617,1618,1618,47,Female,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Gold,3.8,Communication,700,100,2020,IS_Internet_User,45-54,12.0
1618,1619,1619,71,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 40GB,3.1,News,230,25,2021,IS_Internet_User,55+,14.0
1619,1620,1620,68,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,2.3,News,120,10,2016,IS_Internet_User,55+,12.0
1620,1621,1621,47,Female,Giza,0.9,1,WE,Fixed Broadband,WE Bronze,4.0,Communication,250,30,2017,IS_Internet_User,45-54,17.1
1621,1622,1622,44,Female,Delta,0.6,1,Orange,Fixed Broadband,Orange Extra,4.6,Work,330,50,2017,IS_Internet_User,35-44,14.0
1622,1623,1623,41,Female,Alexandria,0.92,0,Vodafone,,,0.0,,0,0,2015,No internet coverage,35-44,13.7
1623,1624,1624,26,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,4.3,Streaming,350,30,2019,IS_Internet_User,25-34,12.0
1624,1625,1625,34,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,5.3,Streaming,150,15,2018,IS_Internet_User,25-34,17.1
1625,1626,1626,23,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2017,Cannot afford device,15-24,14.0
1626,1627,1627,48,Male,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,45-54,14.0
1627,1628,1628,19,Female,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2024,Cannot afford device,15-24,12.0
1628,1629,1629,18,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Start,4.9,Streaming,140,10,2018,IS_Internet_User,15-24,15.8
1629,1630,1630,16,Female,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2021,No internet coverage,15-24,12.0
1630,1631,1631,35,Male,Giza,0.9,1,Etisalat,Fixed Broadband,Etisalat Power,5.9,Streaming,340,50,2023,IS_Internet_User,35-44,17.1
1631,1632,1632,19,Male,Delta,0.6,1,WE,Fixed Broadband,WE Start,7.0,Streaming,140,10,2017,IS_Internet_User,15-24,14.0
1632,1633,1633,59,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.9,News,150,15,2022,IS_Internet_User,55+,14.0
1633,1634,1634,32,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,5.0,Work,350,30,2021,IS_Internet_User,25-34,14.0
1634,1635,1635,51,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.1,Communication,200,20,2015,IS_Internet_User,45-54,15.8
1635,1636,1636,29,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,5.2,Work,120,10,2024,IS_Internet_User,25-34,14.0
1636,1637,1637,22,Female,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,4.8,Social Media,130,15,2019,IS_Internet_User,15-24,12.0
